	gene_id	gene_type	logFC	AveExpr
13817	ENSG00000200917.1	snRNA	0.0034107	3.596486712
539	ENSG00000142632.16	protein_coding	-0.02539532	5.210784396
16934	ENSG00000120314.18	protein_coding	-0.002479485	3.789666308
4411	ENSG00000281406.1	lincRNA	0.002991094	7.817485924
12701	ENSG00000248360.7	lincRNA	0.004366712	8.136861907
13886	ENSG00000250594.2	processed_pseudogene	-0.008122792	6.831720322
8151	ENSG00000115935.17	protein_coding	-0.022158627	6.48227011
14233	ENSG00000109436.7	protein_coding	0.004668787	2.795083751
1486	ENSG00000117480.15	protein_coding	0.001450294	9.888978662
16794	ENSG00000251045.1	lincRNA	-0.0303374	7.014605611
8167	ENSG00000223976.1	processed_pseudogene	-0.025722582	6.490978655
8137	ENSG00000201088.1	misc_RNA	-0.006382877	3.187595815
4182	ENSG00000221680.1	miRNA	-0.002749446	1.816071183
17144	ENSG00000250072.5	lincRNA	-0.028649796	5.962672266
16821	ENSG00000248616.1	processed_pseudogene	-0.011775322	5.37371769
18682	ENSG00000224796.1	processed_pseudogene	-0.000564432	1.028051193
11184	ENSG00000242992.3	processed_pseudogene	-0.028530066	5.311241301
13733	ENSG00000272777.1	lincRNA	0.024449794	9.213140646
2660	ENSG00000242769.3	misc_RNA	-0.010009206	6.670881853
8250	ENSG00000270277.1	antisense	0.004520527	5.594290829
14246	ENSG00000164136.16	protein_coding	-0.005395527	3.811361052
9772	ENSG00000144681.10	protein_coding	-0.013430575	5.921457038
8903	ENSG00000123999.4	protein_coding	-0.016567344	7.558493682
6010	ENSG00000115970.18	protein_coding	-0.005657338	8.004344841
1651	ENSG00000235563.1	antisense	-0.011593919	6.77664543
6730	ENSG00000231351.2	processed_pseudogene	0.009413543	6.444747254
1804	ENSG00000201153.1	snRNA	-0.012548786	6.128566529
1093	ENSG00000184389.9	protein_coding	0.003932025	5.121728911
1702	ENSG00000184313.19	protein_coding	-0.020257715	6.910690551
12003	ENSG00000252257.1	misc_RNA	0.019181756	3.613523353
3690	ENSG00000233693.1	antisense	-0.024131041	3.702810353
18012	ENSG00000112149.9	protein_coding	-0.012044741	3.356079742
3510	ENSG00000225670.4	antisense	0.015135621	4.728757411
8485	ENSG00000163535.17	protein_coding	-0.015019968	5.72225966
14942	ENSG00000260066.1	lincRNA	-0.000560465	0.31727304
3824	ENSG00000116132.11	protein_coding	-0.002505845	2.311280537
18353	ENSG00000236909.1	unprocessed_pseudogene	0.018047152	6.270921386
9020	ENSG00000222344.1	snRNA	0.025011646	7.153279844
3626	ENSG00000143226.13	protein_coding	-0.015371303	5.646847534
13267	ENSG00000248049.6	antisense	-0.013775458	6.401092292
1987	ENSG00000229943.1	lincRNA	-0.027287449	4.398424228
14807	ENSG00000251008.1	processed_pseudogene	-0.006886726	6.316535675
12479	ENSG00000188981.10	protein_coding	0.016617954	7.633304347
10658	ENSG00000178694.9	protein_coding	-0.008026635	4.566661726
7718	ENSG00000212425.1	rRNA_pseudogene	-0.023681365	4.778291238
3171	ENSG00000143536.7	protein_coding	-0.022049404	5.494979209
5882	ENSG00000239649.3	transcribed_processed_pseudogene	0.02336606	4.173959405
2882	ENSG00000236140.1	lincRNA	-0.003184263	5.053674154
14357	ENSG00000248521.1	processed_pseudogene	0.001627653	1.447928447
9012	ENSG00000237322.1	processed_pseudogene	-0.014099458	5.788853466
3900	ENSG00000224977.1	lincRNA	-0.00054642	1.406410923
7742	ENSG00000240977.3	misc_RNA	-0.013737101	2.51801328
14400	ENSG00000248571.1	antisense	-0.008146932	3.603533507
9819	ENSG00000199514.1	snRNA	-0.005101824	7.053971314
333	ENSG00000162441.11	protein_coding	-0.012187403	3.762434741
12689	ENSG00000038219.12	protein_coding	-0.00755657	4.639091286
1195	ENSG00000200421.1	misc_RNA	-0.005083601	7.428727851
12087	ENSG00000223358.5	antisense	0.010296229	3.153528414
7329	ENSG00000136695.14	protein_coding	0.026477075	3.185609898
12339	ENSG00000075711.20	protein_coding	-0.001951566	2.697962205
8400	ENSG00000144339.11	protein_coding	-0.017843585	2.820054325
4116	ENSG00000262180.1	protein_coding	-0.011919006	2.972587625
10347	ENSG00000239801.1	antisense	-0.03456614	4.688514587
9881	ENSG00000252409.1	scaRNA	0.013992466	2.09668901
11919	ENSG00000236893.1	processed_pseudogene	0.000712599	5.420393987
2054	ENSG00000230787.1	processed_pseudogene	-0.004872352	2.038123102
6726	ENSG00000172116.21	protein_coding	0.014388685	4.21929167
15093	ENSG00000277073.1	miRNA	-0.010187759	3.810398124
2607	ENSG00000273483.1	antisense	0.007747895	2.596864866
4363	ENSG00000227417.3	processed_pseudogene	0.012605618	8.2229005
15674	ENSG00000062194.15	protein_coding	-0.018953921	7.019605576
5538	ENSG00000237261.2	misc_RNA	0.00051726	0.22685712
9497	ENSG00000144712.12	protein_coding	-0.004598977	2.018597873
11215	ENSG00000251474.6	transcribed_unprocessed_pseudogene	0.007948828	4.22778708
13242	ENSG00000248447.2	processed_pseudogene	-0.035267411	4.449625323
3870	ENSG00000224228.2	lincRNA	-0.03307221	4.238039357
8667	ENSG00000118260.14	protein_coding	-0.004416557	5.02601144
2726	ENSG00000213262.3	processed_pseudogene	0.014276303	2.838218988
1048	ENSG00000160055.19	protein_coding	-0.008922336	1.685295154
2650	ENSG00000273698.1	processed_pseudogene	0.015272253	7.430009941
1445	ENSG00000234315.1	processed_pseudogene	0.00354466	7.291531239
16558	ENSG00000249916.1	antisense	-0.014065231	4.951571542
15932	ENSG00000207336.1	snRNA	-0.002060851	0.89251634
4823	ENSG00000143816.7	protein_coding	-0.014277487	4.532373548
8881	ENSG00000135924.15	protein_coding	0.026642555	7.495520038
12519	ENSG00000273396.1	lincRNA	0.011533298	5.983998651
6831	ENSG00000283214.1	unprocessed_pseudogene	-0.001632056	4.900667499
16341	ENSG00000222987.1	misc_RNA	-0.010782648	3.783929418
6045	ENSG00000225156.2	lincRNA	-0.020342973	6.47166705
13830	ENSG00000249635.1	antisense	-0.031676968	5.158678021
17412	ENSG00000113643.8	protein_coding	-0.018212229	4.467710372
5234	ENSG00000203664.7	transcribed_unprocessed_pseudogene	0.002787553	6.472575298
10161	ENSG00000281691.1	antisense	-0.022561812	5.895888985
13005	ENSG00000251350.1	lincRNA	0.021287942	5.870237878
4362	ENSG00000257315.2	protein_coding	0.013941708	6.054709171
16005	ENSG00000253572.2	lincRNA	-0.00073198	0.464697339
9691	ENSG00000230480.1	processed_pseudogene	-0.011568774	6.451255096
153	ENSG00000272161.1	sense_intronic	0.002677703	3.258520432
15976	ENSG00000145703.15	protein_coding	0.011667126	7.192767316
17845	ENSG00000230648.1	antisense	-0.003347528	1.465110975
7633	ENSG00000273073.1	lincRNA	-0.017054269	3.409382872
729	ENSG00000227868.5	protein_coding	0.000963662	1.148092401
14207	ENSG00000200520.1	snRNA	0.002262888	3.240936155
17513	ENSG00000253686.1	lincRNA	-0.004473893	2.847854627
17059	ENSG00000230789.1	sense_intronic	0.003495552	4.006674044
11851	ENSG00000240704.1	processed_pseudogene	0.039927656	7.327617178
16535	ENSG00000261036.1	lincRNA	0.010035998	6.029631192
18141	ENSG00000220517.2	processed_pseudogene	0.010613795	3.086708635
11504	ENSG00000285660.1	lincRNA	-0.023621292	4.137978665
13753	ENSG00000279098.1	TEC	0.005602295	6.548573853
7913	ENSG00000115165.9	protein_coding	-0.030980969	5.216322074
11125	ENSG00000246022.2	antisense	-0.009222758	8.396560844
7542	ENSG00000136699.19	protein_coding	0.00334876	8.611080692
7713	ENSG00000279024.1	TEC	-0.000725766	0.105501005
18813	ENSG00000251864.1	misc_RNA	-0.008433046	4.633664128
7942	ENSG00000226878.2	processed_pseudogene	0.018943932	8.349677794
10187	ENSG00000272104.1	protein_coding	-0.0004919	1.118349169
11414	ENSG00000155893.12	protein_coding	0.005939795	0.985288633
5489	ENSG00000143870.12	protein_coding	-0.022784858	4.78186294
3557	ENSG00000227741.1	antisense	-0.007907258	5.708390198
5779	ENSG00000119760.15	protein_coding	0.010889318	6.287689394
15702	ENSG00000214244.4	processed_pseudogene	0.018346017	8.737863691
17843	ENSG00000279926.1	TEC	0.030696465	5.114051666
16424	ENSG00000250095.5	antisense	0.006726921	6.072906071
1107	ENSG00000142698.14	protein_coding	-0.009696074	4.665092631
7275	ENSG00000229118.1	lincRNA	-0.004345627	3.398454042
11288	ENSG00000251011.5	antisense	-0.0292265	5.408542744
6878	ENSG00000184303.5	processed_pseudogene	0.001162344	1.909401417
14466	ENSG00000251511.1	lincRNA	0.015608875	1.160236749
12300	ENSG00000272741.1	protein_coding	0.018595391	7.115961109
10510	ENSG00000144736.13	protein_coding	0.012233898	6.814045548
5649	ENSG00000223634.1	lincRNA	-0.007402048	7.270480344
9489	ENSG00000251774.1	snRNA	-0.0049087	6.500214384
7409	ENSG00000163075.12	protein_coding	-0.015756484	3.252865105
2351	ENSG00000233983.2	processed_pseudogene	-0.025538493	5.627969208
9966	ENSG00000284498.1	miRNA	0.023694285	6.199832008
12514	ENSG00000168818.9	protein_coding	0.009200465	6.37836536
3071	ENSG00000143384.12	protein_coding	-0.014073074	4.708901773
15447	ENSG00000113594.9	protein_coding	0.010100151	4.734191748
15563	ENSG00000248918.2	lincRNA	0.002136423	5.673431637
16779	ENSG00000224186.8	antisense	-0.001616439	2.640294393
14940	ENSG00000232615.4	processed_pseudogene	0.006870699	6.529846609
11235	ENSG00000180770.3	unprocessed_pseudogene	-0.0004487	0.574071146
11894	ENSG00000230292.5	processed_transcript	0.027863064	7.233081896
6429	ENSG00000087338.4	protein_coding	-0.008614716	5.734183977
5238	ENSG00000236817.5	antisense	-0.003853232	1.987207343
5741	ENSG00000228474.5	protein_coding	-0.001892367	1.232170362
17398	ENSG00000253469.1	lincRNA	-0.001820277	5.93681771
18851	ENSG00000226533.1	antisense	-0.009407951	2.86396354
14629	ENSG00000248872.1	lincRNA	-0.009625199	4.001099877
18198	ENSG00000196866.2	protein_coding	0.029481173	7.47031254
2816	ENSG00000252830.2	rRNA	-0.001317375	2.644385766
13039	ENSG00000282917.1	antisense	0.009198633	5.369480851
8784	ENSG00000241520.1	antisense	0.008620002	2.97273204
15725	ENSG00000178722.12	processed_transcript	0.006872059	3.410833389
5762	ENSG00000115234.10	protein_coding	0.004892172	6.67366819
935	ENSG00000214812.3	processed_pseudogene	-0.016434318	7.245077514
570	ENSG00000227684.2	transcribed_unprocessed_pseudogene	-0.004696745	4.951281941
5465	ENSG00000205795.4	protein_coding	0.002253092	1.850821017
17378	ENSG00000251998.1	snRNA	0.017798509	3.286471979
2628	ENSG00000237278.2	processed_pseudogene	-0.018580546	6.314341708
3179	ENSG00000226947.1	unprocessed_pseudogene	-0.009064719	7.973824078
4919	ENSG00000235817.2	processed_pseudogene	-0.002761957	3.792842097
14011	ENSG00000250950.1	lincRNA	0.019000985	6.524107351
14164	ENSG00000251492.1	processed_pseudogene	-0.019422586	4.868517097
9332	ENSG00000238075.1	processed_pseudogene	-0.001136853	3.229144368
630	ENSG00000235185.1	antisense	0.007489005	7.078479242
17841	ENSG00000217566.2	processed_pseudogene	0.001254069	0.087648694
11987	ENSG00000242140.1	processed_pseudogene	-0.005694545	6.479954285
1664	ENSG00000225675.2	lincRNA	0.002220506	2.145455575
9916	ENSG00000144648.15	protein_coding	-0.001236817	5.305354798
16757	ENSG00000152700.13	protein_coding	-0.016565734	3.821116029
17407	ENSG00000253065.1	snoRNA	-0.004607054	3.119860754
13958	ENSG00000251308.1	processed_pseudogene	-0.017397386	4.042616758
11731	ENSG00000186432.8	protein_coding	0.038345349	3.627491372
10514	ENSG00000172986.12	protein_coding	0.000658641	1.253488481
5564	ENSG00000285354.1	lincRNA	0.014052616	4.52311711
7382	ENSG00000239185.1	snRNA	-0.001508635	0.437727268
9199	ENSG00000163359.15	protein_coding	-0.036738395	4.796663481
696	ENSG00000283234.1	transcribed_unitary_pseudogene	-0.015081004	5.058171772
18546	ENSG00000225499.1	processed_pseudogene	-0.006638303	5.963085926
8860	ENSG00000198973.4	miRNA	0.011542093	4.954999611
7287	ENSG00000153107.12	protein_coding	-0.002830126	2.166824303
3737	ENSG00000225171.2	processed_pseudogene	-0.03238817	6.05358594
14799	ENSG00000207497.1	misc_RNA	0.005784716	6.615700873
10678	ENSG00000113966.9	protein_coding	0.009738531	5.995948587
6135	ENSG00000238165.1	processed_pseudogene	-0.00551249	5.309392223
282	ENSG00000227634.2	lincRNA	0.001026341	2.041247836
16797	ENSG00000250378.3	processed_transcript	-0.002031692	3.761995372
6648	ENSG00000224627.1	processed_pseudogene	-0.015135292	7.171446122
6048	ENSG00000231156.1	lincRNA	0.000487469	-1.039398883
7312	ENSG00000228251.1	lincRNA	-0.032051072	5.899558819
18028	ENSG00000201519.1	snRNA	-0.023934498	4.555254467
1200	ENSG00000196449.3	protein_coding	-0.028022437	5.708862857
11296	ENSG00000091527.15	protein_coding	-0.019226974	5.675834739
10049	ENSG00000047849.21	protein_coding	0.000479671	5.275004233
13964	ENSG00000250627.2	processed_pseudogene	0.018473594	5.022425468
10352	ENSG00000136068.14	protein_coding	-0.022905066	4.26808286
16827	ENSG00000270697.1	lincRNA	-0.012602581	6.861625767
10888	ENSG00000242308.2	unprocessed_pseudogene	0.025706824	7.144447563
9466	ENSG00000197548.12	protein_coding	0.007454494	5.845713352
8848	ENSG00000283639.1	miRNA	0.019067192	6.556766067
18732	ENSG00000096395.10	protein_coding	0.007229977	4.736560224
9866	ENSG00000177873.12	protein_coding	0.034109739	6.396369676
12862	ENSG00000248417.1	lincRNA	0.004880746	6.321655764
12255	ENSG00000233303.1	antisense	0.006561262	7.138783829
10278	ENSG00000239799.1	antisense	-0.008975083	3.780407388
11943	ENSG00000171121.16	protein_coding	-0.019981735	4.268693139
11108	ENSG00000239804.1	processed_pseudogene	0.004431987	4.902978697
12121	ENSG00000113889.13	protein_coding	-0.012106485	6.60104065
10399	ENSG00000226082.2	processed_pseudogene	0.001844086	5.098307558
7995	ENSG00000184611.11	protein_coding	-0.019067241	5.729986128
10959	ENSG00000206889.1	snRNA	0.006804935	3.366003633
12996	ENSG00000250657.1	processed_transcript	0.029353838	6.34389822
634	ENSG00000158748.3	protein_coding	-0.012089476	6.656993402
7048	ENSG00000144182.16	protein_coding	-0.006718307	6.738660622
12802	ENSG00000249320.1	processed_pseudogene	-0.018454809	3.465010765
717	ENSG00000184677.17	protein_coding	0.015784881	5.83097607
16296	ENSG00000174136.11	protein_coding	-0.002149762	1.004908029
8883	ENSG00000207647.1	miRNA	-0.028024751	5.310348871
12145	ENSG00000127241.16	protein_coding	-0.000631094	4.926874989
9501	ENSG00000250939.2	transcribed_unprocessed_pseudogene	-0.011404513	5.556273359
10010	ENSG00000283473.2	protein_coding	0.031942517	4.676189503
1230	ENSG00000158315.10	protein_coding	0.000525065	-1.001399015
17067	ENSG00000249881.1	sense_overlapping	-0.026011909	3.712344254
9920	ENSG00000180432.5	protein_coding	0.00081132	1.846656426
425	ENSG00000229484.1	lincRNA	0.008261596	2.786370688
14214	ENSG00000272717.1	antisense	0.01155928	3.907628925
8969	ENSG00000228206.2	processed_pseudogene	-0.01927397	2.091747043
985	ENSG00000228176.1	lincRNA	-0.012512753	3.065283939
14223	ENSG00000196951.10	antisense	-0.008233436	4.819683869
8791	ENSG00000236886.2	antisense	-0.01438383	5.905969524
16674	ENSG00000253067.1	snoRNA	-0.023058938	7.449781447
18461	ENSG00000226577.1	unprocessed_pseudogene	0.000452015	-1.262439972
18997	ENSG00000096080.11	protein_coding	-0.002844103	1.230115938
14992	ENSG00000251476.2	processed_pseudogene	-0.015639132	3.779392848
7869	ENSG00000196504.16	protein_coding	0.000634284	6.113167593
14479	ENSG00000120251.19	protein_coding	0.000585348	-0.36788312
9040	ENSG00000226125.1	lincRNA	-0.033873734	4.954870062
6060	ENSG00000116016.13	protein_coding	-0.010080623	3.488583583
14925	ENSG00000164363.9	protein_coding	0.002313044	2.053819355
11047	ENSG00000163840.9	protein_coding	0.002403617	5.883352128
16179	ENSG00000253321.1	lincRNA	0.011703458	2.925919302
7663	ENSG00000230803.1	lincRNA	0.016605318	5.524948836
7711	ENSG00000121966.6	protein_coding	0.035362956	5.446033623
9130	ENSG00000259793.1	antisense	-0.011104249	2.993025637
3008	ENSG00000201699.1	snRNA	0.01780822	3.175202069
4921	ENSG00000135744.7	protein_coding	-0.001495428	1.043443218
451	ENSG00000277862.1	unprocessed_pseudogene	0.005725548	7.958391234
5319	ENSG00000227061.1	antisense	-0.001703901	1.524714131
6723	ENSG00000239305.6	protein_coding	0.006979189	4.753590371
15626	ENSG00000152669.8	protein_coding	0.004344027	8.490411668
1720	ENSG00000265822.1	miRNA	-0.013311622	6.037542014
18939	ENSG00000112599.8	protein_coding	0.026738797	4.03359612
17564	ENSG00000175414.6	protein_coding	-0.003820353	2.893841545
12094	ENSG00000163898.9	protein_coding	-0.016203255	4.499174013
11484	ENSG00000243596.1	processed_pseudogene	-0.022301454	3.496790086
10166	ENSG00000188338.14	protein_coding	-0.013564441	7.799859939
327	ENSG00000171603.17	protein_coding	-0.036986123	3.464339041
7777	ENSG00000257226.1	antisense	0.03007855	6.775996987
906	ENSG00000237429.1	antisense	0.001100809	3.75294086
13524	ENSG00000232327.4	processed_pseudogene	-0.009379458	6.676905269
5873	ENSG00000212204.1	rRNA_pseudogene	0.011410933	6.466425135
17606	ENSG00000196923.13	protein_coding	0.011159342	9.823111043
404	ENSG00000199347.1	snRNA	-0.006317669	7.035537856
18482	ENSG00000196230.12	protein_coding	-0.015864424	5.748392995
1828	ENSG00000088035.16	protein_coding	0.009914171	6.571790767
17884	ENSG00000124785.8	protein_coding	-0.008752445	2.960092316
13968	ENSG00000248139.2	processed_pseudogene	0.026633012	7.70639082
9520	ENSG00000228242.6	antisense	-0.032767961	5.324837933
14178	ENSG00000250126.1	lincRNA	0.005094327	3.395650444
6728	ENSG00000213605.2	processed_pseudogene	0.029758046	5.827384744
4296	ENSG00000206637.1	snoRNA	0.000609427	6.018961702
17557	ENSG00000283235.1	processed_transcript	0.005404351	8.587186873
14825	ENSG00000250042.1	lincRNA	-0.00382079	2.739795236
809	ENSG00000183726.10	protein_coding	-0.002848754	5.708714819
7310	ENSG00000125611.15	protein_coding	0.035224635	5.644398661
4740	ENSG00000201898.1	snoRNA	-0.005515083	2.629842559
1648	ENSG00000232993.1	antisense	-0.021005874	5.214065927
5606	ENSG00000266059.2	misc_RNA	0.020648357	6.505681102
587	ENSG00000204362.6	lincRNA	-0.00314882	0.973131492
18377	ENSG00000204688.9	protein_coding	-0.007367707	7.853666028
3487	ENSG00000197532.2	protein_coding	-0.008776298	5.470674396
8503	ENSG00000115942.8	protein_coding	0.022172339	4.044628185
3381	ENSG00000173080.5	protein_coding	0.008640354	6.202084898
11440	ENSG00000202125.1	snRNA	-0.021795605	3.485309137
7886	ENSG00000238004.1	lincRNA	-0.026880286	5.246035168
11972	ENSG00000199986.1	snRNA	-0.009206908	7.329422725
3615	ENSG00000248485.1	protein_coding	-0.016153031	2.281995668
219	ENSG00000284692.2	lincRNA	0.012065315	1.231058635
9927	ENSG00000227245.1	lincRNA	-0.001619104	2.70547294
9389	ENSG00000228351.2	lincRNA	-0.014551532	4.440566088
7461	ENSG00000270815.1	processed_pseudogene	0.018083438	6.892282086
14111	ENSG00000151470.12	protein_coding	0.005136708	2.993392126
